message,subject,complaint_text,intent,category
Good experience ?????? so variy good sir,,Good experience ?????? so variy good sir,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Overall good !!??,,Overall good !!??,Product Specific Information,PRODUCT_ISSUE
He is very polite and helpful,,He is very polite and helpful,Fraudulent User,SECURITY_CONCERN
Shopzilla customer service is good,,Shopzilla customer service is good,Delayed,DELIVERY_SHIPPING_PROBLEM
All  fields excutive staff make responsibility to work.,,All fields excutive staff make responsibility to work.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thankyou,,Thankyou,Missing,PRODUCT_ISSUE
Thanks ??,,Thanks ??,Wallet related,PAYMENT_TRANSACTION_ISSUE
Mr.   from Shopzilla understood my problem well. He is a nice person and talking to such people instil our trust in Shopzilla.He is an asset.,,Mr. from Shopzilla understood my problem well. He is a nice person and talking to such people instil our trust in Shopzilla.He is an asset.,Wrong,PRODUCT_ISSUE
Good,,Good,Return request,REFUND_REQUEST
Delivery boy are rookies now day they don't know much,,Delivery boy are rookies now day they don't know much,Return request,REFUND_REQUEST
Customer care system is too good but resolve the time issue ????,,Customer care system is too good but resolve the time issue ????,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
na,,na,Service Centres Related,SERVICE_QUALITY
Very nice,,Very nice,Installation/demo,PRODUCT_ISSUE
Very good response,,Very good response,Fraudulent User,SECURITY_CONCERN
"Whole matter has been escalated again and again and my issue has not been resolved yetThe executive i Had conversation with,told me that his senior person will contact me regarding my issue,I have not got any call from Shopzilla team till now..  Extremely disappointed....And some of the executives by self marks the issue resolved without doing anything....Fed up with such service....",,"Whole matter has been escalated again and again and my issue has not been resolved yetThe executive i Had conversation with,told me that his senior person will contact me regarding my issue,I have not got any call from Shopzilla team till now.. Extremely disappointed....And some of the executives by self marks the issue resolved without doing anything....Fed up with such service....",UnProfessional Behaviour,SERVICE_QUALITY
Pickup ke liye 15 day tak complaint kiye hai 48h ka time diya jata tha but abhi tak product   kiya gya sabse ghaiya costumer hai Shopzilla ka jld se jld pickup karwaiye product,,Pickup ke liye 15 day tak complaint kiye hai 48h ka time diya jata tha but abhi tak product kiya gya sabse ghaiya costumer hai Shopzilla ka jld se jld pickup karwaiye product,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you ??,,Thank you ??,Invoice request,BILLING_PROBLEM
Nice,,Nice,Invoice request,BILLING_PROBLEM
Good,,Good,Product Specific Information,PRODUCT_ISSUE
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks for valuable information,,Thanks for valuable information,Return request,REFUND_REQUEST
???? ?? ?????,,???? ?? ?????,Technician Visit,PRODUCT_ISSUE
My query (related to refund voucher) has not been resolved  u guys did not give me any concrete resolution.Saying me to wait some time ur query will be solved till 12AM of 9th Aug. Why I am writing this survey......... bcoz my refund voucher has not been credited yet.Very disappointed!,,My query (related to refund voucher) has not been resolved u guys did not give me any concrete resolution.Saying me to wait some time ur query will be solved till 12AM of 9th Aug. Why I am writing this survey......... bcoz my refund voucher has not been credited yet.Very disappointed!,e-Gift Voucher,PAYMENT_TRANSACTION_ISSUE
Very good ??,,Very good ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Very good working,,Very good working,Return request,REFUND_REQUEST
"baar return request place kiya par mera product return nahi kiya gya aur mujhe aaj kharab item rakhna pada,mera paisa barbad  ,ab mai kavi Shopzilla se shopping   aur   v  . I am very disappointed with your service.much better SuperBuy",,"baar return request place kiya par mera product return nahi kiya gya aur mujhe aaj kharab item rakhna pada,mera paisa barbad ,ab mai kavi Shopzilla se shopping aur v . I am very disappointed with your service.much better SuperBuy",Installation/demo,PRODUCT_ISSUE
My problem is not solved,,My problem is not solved,Refund Enquiry,REFUND_REQUEST
I experienced bad to order Shopzilla 3rd time..,,I experienced bad to order Shopzilla 3rd time..,Return request,REFUND_REQUEST
Nice to talk with your executive,,Nice to talk with your executive,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Bad experience with customer executive service,,Bad experience with customer executive service,Product Specific Information,PRODUCT_ISSUE
Poor service only sold bad return policy.,,Poor service only sold bad return policy.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
The consultant transferred my call to senior staff for its query resolution but the senior member refused to hear my voice tough she was clearly audible to me but she denied that i was not audible to her. I want speedy resolution about my issue,,The consultant transferred my call to senior staff for its query resolution but the senior member refused to hear my voice tough she was clearly audible to me but she denied that i was not audible to her. I want speedy resolution about my issue,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No,,No,Delayed,DELIVERY_SHIPPING_PROBLEM
good,,good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Return request,REFUND_REQUEST
????,,????,Service Centres Related,SERVICE_QUALITY
"Service of items wat we purchased from your app are not available in all cities, so make the easy i.e. warranty related or service related",,"Service of items wat we purchased from your app are not available in all cities, so make the easy i.e. warranty related or service related",Invoice request,BILLING_PROBLEM
It's good about delivery.and resolution the matter.,,It's good about delivery.and resolution the matter.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Zero after sales service. Pathetic,,Zero after sales service. Pathetic,Product Specific Information,PRODUCT_ISSUE
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
NYC,,NYC,Refund Enquiry,REFUND_REQUEST
Very good castamer care sarvis imeediyattili reesolv provelam,,Very good castamer care sarvis imeediyattili reesolv provelam,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Missing,PRODUCT_ISSUE
Shopzilla staff is very poorly communicate & not could satisfy the customer.,,Shopzilla staff is very poorly communicate & not could satisfy the customer.,Service Centres Related,SERVICE_QUALITY
Thanks for your co-operation for solve the our problem,,Thanks for your co-operation for solve the our problem,Wrong,PRODUCT_ISSUE
Kindly solve my problem as soon as possible,,Kindly solve my problem as soon as possible,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Please improve your delivery,,Please improve your delivery,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
I am very much happy with the person who assist to help regarding my problem,,I am very much happy with the person who assist to help regarding my problem,UnProfessional Behaviour,SERVICE_QUALITY
Good n polite,,Good n polite,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ok,,Ok,Product Specific Information,PRODUCT_ISSUE
Very bad idea of ??no return policy,,Very bad idea of ??no return policy,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Worst service ever,,Worst service ever,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Plz hand to hand original product should be delivjered,,Plz hand to hand original product should be delivjered,Return request,REFUND_REQUEST
It's ok,,It's ok,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Satisfactory coustomer service ??,,Satisfactory coustomer service ??,Return request,REFUND_REQUEST
I am happy with you,,I am happy with you,Return request,REFUND_REQUEST
Your customer care is too good,,Your customer care is too good,Technician Visit,PRODUCT_ISSUE
Sellers are not genuine,,Sellers are not genuine,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
????,,????,Delayed,DELIVERY_SHIPPING_PROBLEM
Thank you ??,,Thank you ??,Refund Enquiry,REFUND_REQUEST
Please management the time,,Please management the time,Wrong,PRODUCT_ISSUE
HeyActually I forget your name but according to me.name is not matter for build your strong profile. Today I am very empress from Shopzilla because of your support.please keep grow your self as you did today. Again many many thanks for your support.,,HeyActually I forget your name but according to me.name is not matter for build your strong profile. Today I am very empress from Shopzilla because of your support.please keep grow your self as you did today. Again many many thanks for your support.,Exchange / Replacement,PRODUCT_ISSUE
Excellent job,,Excellent job,UnProfessional Behaviour,SERVICE_QUALITY
scammer can easily knew my order history . that is very serious matter.make your app more secure,,scammer can easily knew my order history . that is very serious matter.make your app more secure,Product Specific Information,PRODUCT_ISSUE
Nice,,Nice,Return request,REFUND_REQUEST
Good,,Good,Service Centres Related,SERVICE_QUALITY
very kind an gentle...thnks??,,very kind an gentle...thnks??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Wrong,PRODUCT_ISSUE
She's voice is so sweet,,She's voice is so sweet,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My issue yet not solved.I'm requesting you to solve my problem as soon as possible??Thank you #Shopzillaplus member,,My issue yet not solved.I'm requesting you to solve my problem as soon as possible??Thank you #Shopzillaplus member,Installation/demo,PRODUCT_ISSUE
Nice,,Nice,Product Specific Information,PRODUCT_ISSUE
He was very nice and good to talk really appreciated to have a staff like them he solved my query. Thank you so much Shopzilla i think now I don't have to worry about the i item pickup thank you once again,,He was very nice and good to talk really appreciated to have a staff like them he solved my query. Thank you so much Shopzilla i think now I don't have to worry about the i item pickup thank you once again,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,General Enquiry,OTHER
No thanks,,No thanks,Fraudulent User,SECURITY_CONCERN
Best,,Best,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Awful response from the Shopzilla.,,Awful response from the Shopzilla.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
"My order is not delivered to me, but the delivery person has marked it delivered. Why Shopzilla is recruiting such frauds. Shopzilla is the worst. Third class.",,"My order is not delivered to me, but the delivery person has marked it delivered. Why Shopzilla is recruiting such frauds. Shopzilla is the worst. Third class.",Delayed,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Product Specific Information,PRODUCT_ISSUE
Please make sure that right product could be deliverd,,Please make sure that right product could be deliverd,Return request,REFUND_REQUEST
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Return and refund should be given straightaway instead of compulsory first time replacement for wrong product delivered. The whole process is so stressful for me as a regular customer who pays online beforehand in advance while placing the order.,,Return and refund should be given straightaway instead of compulsory first time replacement for wrong product delivered. The whole process is so stressful for me as a regular customer who pays online beforehand in advance while placing the order.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
